Member ID,Signup Date,Last Login Date,Refunds,Total Amount,Credit Amount,First Order Date,Last Order Date
440404,11/2/2015,5/31/2023,2,-4014.45,NULL,4/7/2018,3/24/2019
440420,11/2/2015,1/7/2020,1,-414.4,NULL,6/19/2018,6/19/2018
440530,11/3/2015,4/21/2023,1,-725.76,NULL,10/18/2018,10/18/2018
440590,11/3/2015,12/30/2017,2,-197.25,NULL,6/1/2016,6/25/2016
440644,11/3/2015,6/1/2023,7,-3724.19,-50,10/1/2020,4/30/2022
440665,11/3/2015,5/15/2023,5,-4900.35,NULL,5/2/2018,5/12/2020
440670,11/3/2015,5/26/2023,8,-3680.44,-265,6/17/2018,3/30/2023
440676,11/3/2015,6/1/2023,4,-1442.57,NULL,10/9/2020,2/21/2023
440678,11/3/2015,4/24/2016,1,-68.11,NULL,4/19/2016,4/19/2016
440682,11/3/2015,6/2/2023,3,-1075.83,NULL,12/5/2020,1/24/2022
440691,11/3/2015,4/14/2017,2,-558.09,NULL,2/7/2017,2/8/2017
440731,11/3/2015,12/19/2022,1,-841.06,NULL,3/19/2017,3/19/2017
440733,11/3/2015,6/2/2023,2,-497.27,NULL,11/13/2018,5/27/2021
440735,11/3/2015,5/6/2021,3,-976.88,NULL,2/12/2018,9/7/2018
440766,11/3/2015,1/31/2023,3,-2042.33,NULL,10/18/2017,8/5/2019
440782,11/3/2015,2/11/2023,1,-1493.79,NULL,9/22/2019,9/22/2019
440799,11/3/2015,7/21/2022,2,-1586.04,NULL,2/4/2022,2/4/2022
440802,11/3/2015,10/30/2021,2,-1578.53,NULL,7/9/2016,8/27/2019
440810,11/3/2015,2/14/2020,1,-348.55,NULL,2/6/2020,2/6/2020
440830,11/3/2015,5/17/2023,4,-1528.79,-100,8/8/2016,5/12/2023
440831,11/3/2015,12/18/2020,1,-833.66,NULL,12/12/2020,12/12/2020
440868,11/4/2015,4/23/2023,5,-1495.19,NULL,10/4/2018,10/10/2019
440925,11/4/2015,2/14/2023,1,-84.01,NULL,6/2/2017,6/2/2017
440928,11/4/2015,5/12/2023,1,-758.84,NULL,7/29/2018,7/29/2018
440940,11/4/2015,2/5/2023,1,-243.19,NULL,8/25/2020,8/25/2020
440967,11/4/2015,6/1/2023,1,0,NULL,3/20/2020,3/20/2020
441009,11/4/2015,3/21/2023,1,-1640.22,NULL,11/12/2015,11/12/2015
441093,11/4/2015,5/28/2023,1,-176.76,NULL,8/12/2020,8/12/2020
441130,11/4/2015,3/1/2023,1,-997.08,NULL,6/4/2018,6/4/2018
441141,11/4/2015,10/20/2020,1,-211.9,NULL,3/10/2020,3/10/2020
441185,11/4/2015,5/5/2023,2,-204.21,NULL,9/11/2021,9/27/2021
441188,11/4/2015,10/14/2021,1,-211.73,NULL,4/24/2019,4/24/2019
441198,11/4/2015,11/11/2021,1,-633.31,NULL,11/6/2015,11/6/2015
441222,11/4/2015,6/1/2023,19,-5718.2,NULL,5/23/2020,4/13/2022
441223,11/4/2015,3/26/2022,2,-1126.38,NULL,1/26/2021,3/24/2022
441228,11/4/2015,2/3/2022,1,-406.02,NULL,5/17/2021,5/17/2021
441241,11/4/2015,1/12/2020,1,-113.08,NULL,8/25/2017,8/25/2017
441259,11/4/2015,2/7/2023,1,-257.44,-20,5/25/2021,5/25/2021
441390,11/5/2015,3/15/2023,6,-4191.65,NULL,10/16/2017,3/4/2022
441393,11/5/2015,6/11/2019,1,-202.55,NULL,9/25/2017,9/25/2017
441420,11/5/2015,3/17/2023,1,-481.43,NULL,12/8/2015,12/8/2015
441430,11/5/2015,5/31/2023,2,-677.57,NULL,9/23/2018,11/21/2018
441445,11/5/2015,5/23/2023,2,-1471.41,NULL,11/2/2016,2/11/2019
441447,11/5/2015,5/17/2022,5,-1956.99,NULL,4/28/2017,7/11/2020
441460,11/5/2015,3/19/2023,1,-72.07,NULL,10/23/2017,10/23/2017
441470,11/5/2015,5/29/2023,1,-669.07,NULL,9/6/2018,9/6/2018
441576,11/5/2015,5/26/2021,2,-307.93,NULL,9/26/2018,5/29/2019
441577,11/5/2015,6/2/2023,3,-562.26,NULL,3/28/2016,1/6/2021
441589,11/5/2015,4/22/2023,1,-210.69,-30,9/9/2021,9/9/2021
441605,11/5/2015,5/17/2023,15,-11847.98,-90,11/25/2017,12/28/2022
441611,11/5/2015,1/28/2023,1,-463.44,NULL,1/23/2020,1/23/2020
441613,11/5/2015,5/10/2023,1,0,NULL,2/22/2022,2/22/2022
441662,11/5/2015,3/17/2023,1,-1533.72,NULL,11/6/2015,11/6/2015
441688,11/5/2015,6/2/2023,3,-852.73,NULL,11/11/2016,6/29/2022
441706,11/5/2015,5/28/2023,1,-90.76,NULL,1/3/2023,1/3/2023
441721,11/5/2015,5/28/2023,8,-2785.97,NULL,10/30/2017,5/28/2021
441745,11/6/2015,3/15/2020,1,-77.07,NULL,3/9/2020,3/9/2020
441767,11/6/2015,5/29/2023,2,-212.47,-30,8/16/2019,7/16/2022
441773,11/6/2015,9/6/2019,1,-126.92,NULL,9/28/2018,9/28/2018
441777,11/6/2015,3/14/2023,1,-708,NULL,3/10/2016,3/10/2016
441799,11/6/2015,5/7/2022,1,0,NULL,12/8/2018,12/8/2018
441811,11/6/2015,5/30/2023,1,-135.59,NULL,4/6/2018,4/6/2018
441820,11/6/2015,11/14/2022,1,-231.34,NULL,11/7/2015,11/7/2015
441831,11/6/2015,9/10/2020,1,-61.1,NULL,6/15/2019,6/15/2019
441846,11/6/2015,6/2/2023,2,-416,NULL,7/12/2017,7/26/2017
441864,11/6/2015,7/16/2022,2,-971.34,NULL,4/27/2020,10/26/2020
441889,11/6/2015,1/26/2023,1,-150.74,NULL,5/2/2021,5/2/2021
441895,11/6/2015,4/8/2023,1,-263.77,NULL,3/10/2022,3/10/2022
441907,11/6/2015,4/12/2023,4,-2409.05,NULL,3/19/2018,6/30/2020
441915,11/6/2015,5/24/2023,1,-201.71,NULL,1/30/2016,1/30/2016
441916,11/6/2015,5/15/2023,5,-3115.2,NULL,11/21/2020,8/6/2022
441921,11/6/2015,7/9/2021,1,-80.39,NULL,10/17/2019,10/17/2019
441979,11/6/2015,5/7/2023,4,-5988.07,-60,3/7/2020,2/16/2023
441993,11/6/2015,5/22/2023,2,-2095.62,-55,4/19/2022,1/18/2023
441996,11/6/2015,3/22/2023,1,-230.2,NULL,5/4/2021,5/4/2021
442010,11/6/2015,7/15/2019,1,-219.53,NULL,5/25/2017,5/25/2017
442012,11/6/2015,2/17/2022,1,-126.64,NULL,12/20/2019,12/20/2019
442037,11/6/2015,6/6/2021,1,-281.47,NULL,6/8/2018,6/8/2018
442055,11/6/2015,6/1/2023,1,-368.95,-15,6/24/2022,6/24/2022
442061,11/6/2015,4/3/2023,1,-3014.56,NULL,1/16/2022,1/16/2022
442065,11/6/2015,3/8/2023,4,-405.89,NULL,7/22/2017,2/20/2022
442069,11/6/2015,5/2/2023,2,-415.64,NULL,12/26/2019,12/26/2019
442087,11/6/2015,5/31/2023,3,-1590.24,NULL,2/4/2022,7/14/2022
442092,11/6/2015,5/22/2023,1,-193.4,NULL,5/15/2019,5/15/2019
442097,11/6/2015,4/21/2023,2,-7647.55,NULL,3/7/2018,4/4/2022
442105,11/6/2015,4/19/2023,4,-2028.49,-25,2/5/2020,3/31/2022
442121,11/7/2015,6/1/2023,7,-3042.12,-150,5/22/2021,6/13/2022
442154,11/7/2015,5/11/2022,1,-73.54,NULL,11/13/2015,11/13/2015
442192,11/7/2015,5/2/2023,1,-1251.39,NULL,3/9/2021,3/9/2021
442205,11/7/2015,4/17/2023,1,-469.16,NULL,7/28/2018,7/28/2018
442254,11/7/2015,4/21/2023,1,-354.38,NULL,11/25/2019,11/25/2019
442261,11/7/2015,8/22/2022,1,-135.9,NULL,8/22/2019,8/22/2019
442267,11/7/2015,5/26/2023,2,-845.31,NULL,8/17/2018,5/23/2021
442269,11/7/2015,11/9/2019,1,-472.47,NULL,4/23/2018,4/23/2018
442341,11/7/2015,3/29/2023,3,-8043.47,NULL,9/4/2022,12/25/2022
442343,11/7/2015,10/11/2022,1,-373.65,NULL,3/16/2020,3/16/2020
442362,11/7/2015,5/23/2022,1,-70,NULL,4/1/2020,4/1/2020
442385,11/7/2015,12/26/2019,1,-35.84,-50,12/12/2019,12/12/2019
442387,11/7/2015,5/25/2023,1,-127.6,NULL,10/31/2018,10/31/2018
442427,11/8/2015,5/15/2023,1,-446,NULL,6/23/2021,6/23/2021
442457,11/8/2015,7/27/2018,1,-598.74,NULL,7/4/2016,7/4/2016
442474,11/8/2015,3/11/2022,1,-856.33,NULL,11/17/2015,11/17/2015
442479,11/8/2015,6/1/2023,4,-8743.33,-30,9/17/2020,10/6/2022
442516,11/8/2015,5/5/2023,5,-1049.79,NULL,3/16/2017,5/5/2023
442549,11/8/2015,11/16/2022,1,-265.62,NULL,6/20/2020,6/20/2020
442554,11/8/2015,2/23/2017,1,-65.43,NULL,8/30/2016,8/30/2016
442560,11/8/2015,5/25/2023,1,-68.65,NULL,1/21/2017,1/21/2017
442561,11/8/2015,5/18/2023,1,-158.07,NULL,10/15/2022,10/15/2022
442571,11/8/2015,5/19/2023,2,-946.75,NULL,3/22/2020,9/13/2022
442618,11/8/2015,6/1/2023,2,-3024.4,NULL,5/24/2016,7/26/2021
442641,11/8/2015,10/24/2018,3,-1368.51,NULL,11/12/2015,4/12/2017
442705,11/8/2015,5/17/2023,1,-521.74,NULL,3/20/2019,3/20/2019
442710,11/8/2015,5/19/2023,1,-420.19,NULL,8/9/2022,8/9/2022
442713,11/8/2015,5/21/2022,1,-701.21,NULL,1/10/2016,1/10/2016
442716,11/8/2015,2/18/2023,2,-458.38,NULL,2/21/2020,2/21/2020
442718,11/8/2015,9/11/2022,2,-1027.12,NULL,3/12/2020,8/31/2021
442730,11/8/2015,4/13/2022,1,-125.69,NULL,12/17/2015,12/17/2015
442759,11/9/2015,6/2/2023,1,-605.94,NULL,4/3/2018,4/3/2018
442789,11/9/2015,10/11/2022,1,-852.35,NULL,12/16/2020,12/16/2020
442807,11/9/2015,12/26/2022,1,-1181.01,NULL,1/10/2021,1/10/2021
442852,11/9/2015,6/1/2023,4,-656.86,NULL,12/18/2019,7/8/2022
442860,11/9/2015,6/2/2023,1,-78.01,NULL,10/7/2020,10/7/2020
442866,11/9/2015,5/21/2018,1,-1797,NULL,4/6/2018,4/6/2018
442872,11/9/2015,12/3/2021,2,-381.6,NULL,1/13/2021,1/13/2021
442902,11/9/2015,8/23/2016,1,-141.94,NULL,11/12/2015,11/12/2015
442915,11/9/2015,1/26/2023,7,-4896.89,NULL,6/26/2016,8/6/2019
442917,11/9/2015,6/23/2022,4,-2657.35,NULL,5/1/2018,5/17/2019
442997,11/9/2015,4/4/2023,2,-863.55,NULL,8/24/2017,10/14/2017
443023,11/9/2015,5/8/2023,1,-382.43,NULL,12/17/2018,12/17/2018
443074,11/9/2015,7/26/2019,1,-383.73,NULL,3/18/2019,3/18/2019
443076,11/9/2015,5/9/2023,2,-577.69,NULL,5/2/2021,9/12/2021
443080,11/9/2015,5/22/2022,1,-1375.58,-20,11/25/2021,11/25/2021
443094,11/9/2015,12/18/2022,3,-3998.27,-45,1/30/2021,3/7/2021
443114,11/9/2015,4/30/2023,1,-116.69,NULL,2/10/2018,2/10/2018
443123,11/9/2015,12/28/2019,1,-286.51,NULL,12/9/2015,12/9/2015
443141,11/9/2015,11/2/2022,1,-218.97,NULL,10/14/2021,10/14/2021
443150,11/9/2015,3/30/2023,7,-2983.36,NULL,10/7/2018,8/1/2020
443246,11/10/2015,12/3/2021,1,-117.78,NULL,3/9/2020,3/9/2020
443263,11/10/2015,3/15/2022,2,-1413.86,NULL,10/22/2016,10/22/2016
443290,11/10/2015,4/28/2023,3,-1292.49,NULL,7/28/2021,3/23/2022
443312,11/10/2015,6/1/2023,11,-3831.64,-35,7/29/2018,3/24/2023
443345,11/10/2015,6/1/2023,12,-7208.39,-30,8/9/2017,8/27/2022
443370,11/10/2015,4/20/2023,2,-3981.24,NULL,4/13/2023,4/13/2023
443381,11/10/2015,5/25/2023,1,-359.93,NULL,6/23/2022,6/23/2022
443384,11/10/2015,5/30/2023,1,-142.48,NULL,10/23/2021,10/23/2021
443387,11/10/2015,6/1/2023,3,-1287.78,NULL,5/5/2016,3/26/2020
443408,11/10/2015,3/30/2023,1,-490.37,NULL,7/12/2019,7/12/2019
443421,11/10/2015,2/5/2023,4,-628.36,-240,3/18/2020,11/1/2021
443440,11/10/2015,9/3/2021,1,-177.81,NULL,4/26/2019,4/26/2019
443456,11/10/2015,5/31/2023,1,-233.37,NULL,11/9/2022,11/9/2022
443461,11/10/2015,5/11/2023,1,-45.44,NULL,9/15/2020,9/15/2020
443479,11/10/2015,5/21/2023,1,-707.06,NULL,7/6/2018,7/6/2018
443482,11/10/2015,10/3/2017,1,-131.18,NULL,11/17/2015,11/17/2015
443491,11/10/2015,6/1/2023,4,-470.31,-20,5/15/2018,11/23/2021
443509,11/10/2015,3/23/2023,1,-594.24,NULL,7/22/2021,7/22/2021
443522,11/10/2015,3/18/2020,1,-1088.35,NULL,3/30/2020,3/30/2020
443532,11/10/2015,3/28/2023,2,-185.47,NULL,6/28/2017,2/20/2020
443533,11/10/2015,4/5/2018,1,-28.67,NULL,12/30/2015,12/30/2015
443539,11/10/2015,1/9/2020,1,-190.35,NULL,5/4/2017,5/4/2017
443549,11/10/2015,12/28/2022,1,-772.64,NULL,11/4/2021,11/4/2021
443577,11/10/2015,2/20/2023,1,-237.69,NULL,8/24/2021,8/24/2021
443634,11/10/2015,10/13/2018,1,-419.01,NULL,11/27/2015,11/27/2015
443642,11/10/2015,2/24/2023,3,-3018.62,-30,2/19/2021,5/24/2021
443662,11/11/2015,5/15/2023,3,-643.85,NULL,11/24/2017,5/22/2023
443773,11/11/2015,9/20/2019,2,-454.52,NULL,5/20/2018,10/20/2018
443808,11/11/2015,3/8/2023,1,-99.9,NULL,4/18/2020,4/18/2020
443814,11/11/2015,6/1/2023,1,-532.01,NULL,7/16/2018,7/16/2018
443848,11/11/2015,5/3/2023,1,-385.19,NULL,6/6/2017,6/6/2017
443862,11/11/2015,3/24/2022,1,-2183.03,NULL,1/15/2021,1/15/2021
443878,11/11/2015,7/2/2022,1,-926.78,NULL,3/22/2022,3/22/2022
443888,11/11/2015,8/23/2019,1,-102.88,NULL,10/30/2016,10/30/2016
443921,11/11/2015,5/23/2023,3,-1132.84,NULL,2/11/2019,7/2/2019
443923,11/11/2015,3/17/2023,1,-625.1,NULL,8/23/2022,8/23/2022
443926,11/11/2015,9/10/2019,1,-146.66,NULL,11/29/2017,11/29/2017
443951,11/11/2015,6/1/2023,2,-526.19,NULL,3/16/2018,9/30/2018
444010,11/11/2015,4/1/2023,1,-378.18,NULL,10/16/2019,10/16/2019
444039,11/11/2015,4/1/2023,1,-1267.62,NULL,1/25/2020,1/25/2020
444074,11/11/2015,6/1/2023,1,-96.21,NULL,1/30/2021,1/30/2021
444079,11/11/2015,4/14/2023,1,-1388.55,-30,7/28/2022,7/28/2022
444118,11/11/2015,4/19/2023,1,-98.51,NULL,8/6/2020,8/6/2020
444135,11/11/2015,5/22/2023,1,-1501.79,NULL,9/30/2022,9/30/2022
444142,11/11/2015,5/9/2023,15,-4181.49,-30,9/28/2017,4/3/2023
444163,11/11/2015,3/2/2023,2,-298.16,NULL,4/24/2020,4/24/2020
444178,11/11/2015,10/31/2020,1,-203.05,NULL,5/25/2018,5/25/2018
444210,11/12/2015,7/20/2017,1,-1026.51,NULL,11/23/2015,11/23/2015
444217,11/12/2015,5/12/2023,1,-50.37,NULL,5/10/2021,5/10/2021
444267,11/12/2015,10/27/2022,1,-544.29,NULL,8/9/2018,8/9/2018
444274,11/12/2015,5/29/2023,3,-1147.32,NULL,7/18/2018,6/27/2021
444298,11/12/2015,5/28/2023,1,-179.9,NULL,4/3/2017,4/3/2017
444321,11/12/2015,5/29/2023,1,-1532.42,NULL,6/21/2022,6/21/2022
444327,11/12/2015,4/21/2023,2,-1352.15,NULL,11/18/2015,10/7/2016
444362,11/12/2015,4/24/2023,1,-138.54,NULL,9/22/2022,9/22/2022
444420,11/12/2015,7/1/2021,2,-970.4,NULL,6/12/2016,12/19/2017
444430,11/12/2015,5/22/2023,2,-230.07,NULL,9/14/2020,10/14/2020
444439,11/12/2015,5/26/2023,1,-104.96,NULL,11/14/2018,11/14/2018
444466,11/12/2015,6/2/2023,9,-581.64,-10,10/28/2018,11/13/2022
444498,11/12/2015,12/31/2016,1,-63.71,NULL,1/26/2016,1/26/2016
444526,11/12/2015,11/21/2017,2,-1079.04,NULL,3/2/2016,3/8/2016
444551,11/12/2015,5/26/2023,2,-1979.32,NULL,3/31/2018,7/14/2018
444582,11/12/2015,5/16/2023,3,-462.14,NULL,10/14/2019,1/14/2022
444622,11/12/2015,6/30/2020,1,-138.29,NULL,10/8/2018,10/8/2018
444647,11/12/2015,5/26/2023,3,-1504.14,NULL,3/21/2021,12/25/2022
444694,11/13/2015,12/6/2022,1,-2123.19,NULL,4/15/2017,4/15/2017
444728,11/13/2015,9/4/2022,1,-221.18,NULL,9/11/2018,9/11/2018
444753,11/13/2015,10/10/2022,1,-114.87,NULL,10/12/2020,10/12/2020
444764,11/13/2015,5/24/2023,1,-84.35,NULL,3/6/2020,3/6/2020
444775,11/13/2015,5/17/2023,3,-710.71,NULL,5/2/2018,10/19/2021
444791,11/13/2015,4/2/2023,1,-2175.14,NULL,5/21/2021,5/21/2021
444820,11/13/2015,1/15/2022,4,-1199.95,NULL,12/6/2016,12/16/2016
444836,11/13/2015,11/2/2022,1,-809.28,NULL,9/10/2019,9/10/2019
444845,11/13/2015,10/31/2021,1,-588.74,NULL,5/22/2021,5/22/2021
444857,11/13/2015,5/21/2023,1,-73.63,NULL,12/11/2015,12/11/2015
444864,11/13/2015,3/16/2023,1,-1310.81,NULL,12/3/2015,12/3/2015
444882,11/13/2015,8/5/2022,1,-135.35,NULL,9/4/2017,9/4/2017
444928,11/13/2015,10/6/2022,2,-1421.95,NULL,5/6/2018,4/9/2020
444962,11/13/2015,1/20/2021,5,-954.62,-20,9/30/2017,1/20/2021
444980,11/13/2015,7/26/2022,3,-1680.62,-20,5/12/2021,8/18/2021
445034,11/13/2015,6/5/2017,1,-854.7,NULL,4/27/2016,4/27/2016
445048,11/13/2015,6/1/2023,1,-328.05,-30,3/25/2021,3/25/2021
445065,11/13/2015,5/31/2023,1,-1675.35,NULL,4/12/2023,4/12/2023
445090,11/13/2015,5/1/2023,5,-602.06,NULL,12/9/2019,5/24/2021
445123,11/13/2015,5/25/2023,1,-110.48,NULL,1/4/2023,1/4/2023
445136,11/14/2015,1/15/2023,1,-1662.12,NULL,8/1/2019,8/1/2019
445193,11/14/2015,6/1/2023,8,-2007.46,-30,11/4/2017,3/23/2023
445199,11/14/2015,5/23/2023,11,-5041.2,-90,5/9/2018,2/12/2023
445245,11/14/2015,4/17/2023,1,-334.22,NULL,3/27/2023,3/27/2023
445257,11/14/2015,6/1/2023,2,-2380.21,NULL,11/30/2022,1/4/2023
445282,11/14/2015,10/8/2020,2,-420.76,NULL,5/24/2016,5/24/2016
445357,11/14/2015,5/14/2023,2,-632.99,NULL,6/11/2021,10/6/2021
445366,11/14/2015,5/23/2023,1,-238.65,NULL,4/15/2020,4/15/2020
445386,11/14/2015,7/14/2022,1,-274.27,NULL,6/30/2018,6/30/2018
445387,11/14/2015,4/28/2023,1,-276.56,NULL,10/31/2019,10/31/2019
445406,11/14/2015,3/19/2023,1,-309.09,NULL,10/3/2017,10/3/2017
445417,11/14/2015,4/11/2023,1,-367.62,NULL,6/1/2020,6/1/2020
445479,11/15/2015,3/10/2023,1,-94.81,NULL,8/18/2018,8/18/2018
445518,11/15/2015,4/6/2023,3,-850.39,-10,2/26/2021,3/23/2021
445533,11/15/2015,6/1/2023,1,-319.46,NULL,6/30/2020,6/30/2020
445534,11/15/2015,12/27/2017,1,-98.11,NULL,11/20/2016,11/20/2016
445568,11/15/2015,11/8/2022,3,-1153.88,NULL,3/3/2019,3/16/2021
445595,11/15/2015,1/14/2020,2,-1031.26,NULL,10/2/2016,1/7/2020
445601,11/15/2015,5/29/2023,6,-2148.6,NULL,6/19/2019,8/1/2021
445602,11/15/2015,5/23/2023,2,-696.98,NULL,9/29/2020,10/26/2020
445646,11/15/2015,4/1/2023,2,-458.81,NULL,5/23/2022,5/23/2022
445649,11/15/2015,5/30/2023,11,-4834.37,-30,9/4/2018,2/15/2023
445670,11/15/2015,5/15/2023,1,-370.8,NULL,1/3/2017,1/3/2017
445684,11/15/2015,5/1/2023,1,-51.02,-10,3/3/2021,3/3/2021
445689,11/15/2015,5/28/2023,1,-124.03,NULL,3/12/2018,3/12/2018
445704,11/15/2015,12/2/2022,4,-2300.33,NULL,11/13/2021,1/2/2022
445711,11/15/2015,3/31/2023,3,-2118.22,-60,3/28/2021,11/22/2021
445731,11/15/2015,9/17/2017,1,-540.2,NULL,5/30/2016,5/30/2016
445740,11/15/2015,5/23/2023,1,-351.2,NULL,10/17/2016,10/17/2016
445765,11/15/2015,5/24/2023,1,-1277.42,NULL,2/16/2021,2/16/2021
445771,11/15/2015,6/10/2022,1,-131.29,NULL,11/27/2016,11/27/2016
445807,11/15/2015,5/31/2023,8,-5995.14,NULL,11/10/2019,2/4/2023
445848,11/16/2015,5/16/2023,2,-290.63,NULL,1/11/2020,11/10/2020
445894,11/16/2015,5/30/2023,1,-174.92,NULL,6/28/2018,6/28/2018
445929,11/16/2015,5/17/2023,3,-1080.09,NULL,1/16/2016,8/29/2022
445944,11/16/2015,1/8/2023,2,-202.37,NULL,11/16/2015,11/16/2015
445966,11/16/2015,5/13/2023,1,-723.13,NULL,12/22/2016,12/22/2016
446044,11/16/2015,5/29/2023,5,-2181.57,NULL,5/18/2020,12/1/2022
446046,11/16/2015,4/6/2023,1,-86.99,NULL,5/21/2019,5/21/2019
446051,11/16/2015,8/20/2022,1,-936.72,NULL,3/13/2020,3/13/2020
446116,11/16/2015,5/16/2023,1,-261.94,NULL,9/17/2018,9/17/2018
446141,11/16/2015,11/30/2020,3,-219.86,NULL,7/22/2019,8/4/2019
446146,11/16/2015,3/14/2023,1,-262.91,NULL,10/21/2020,10/21/2020
446170,11/16/2015,4/19/2023,3,-429.33,NULL,1/23/2021,2/19/2021
446177,11/16/2015,2/4/2022,7,-8924.51,NULL,4/16/2016,3/10/2021
446184,11/16/2015,1/8/2023,8,-1257.23,NULL,6/28/2019,10/20/2019
446185,11/16/2015,4/11/2023,2,-584.75,NULL,8/13/2017,8/15/2017
446193,11/16/2015,5/27/2023,1,-1215.36,NULL,6/8/2021,6/8/2021
446199,11/16/2015,2/9/2023,1,-515.41,NULL,4/13/2020,4/13/2020
446203,11/16/2015,5/7/2023,1,-165.86,NULL,11/2/2017,11/2/2017
446210,11/16/2015,7/17/2022,4,-779.69,NULL,12/30/2017,9/26/2018
446219,11/16/2015,4/29/2023,7,-1521.94,-15,4/15/2019,6/19/2022
446229,11/16/2015,8/4/2019,1,-124.46,NULL,4/9/2016,4/9/2016
446250,11/17/2015,5/14/2018,1,-97.36,NULL,10/4/2016,10/4/2016
446254,11/17/2015,9/8/2016,1,-100.79,NULL,5/25/2016,5/25/2016
446274,11/17/2015,6/1/2023,1,-1530.1,NULL,9/29/2021,9/29/2021
446298,11/17/2015,5/24/2023,2,-488.26,NULL,9/23/2021,12/2/2022
446358,11/17/2015,12/2/2022,1,-50.91,NULL,1/26/2022,1/26/2022
446359,11/17/2015,4/30/2023,1,-792.37,NULL,8/14/2017,8/14/2017
446363,11/17/2015,4/21/2018,1,-76.28,NULL,2/26/2016,2/26/2016
446401,11/17/2015,11/17/2022,3,-3954.23,NULL,8/18/2020,2/17/2021
446426,11/17/2015,6/1/2023,3,-694.81,NULL,5/24/2023,5/26/2023
446431,11/17/2015,6/1/2023,1,-107.35,NULL,6/8/2021,6/8/2021
446464,11/17/2015,12/31/2021,1,-240.36,NULL,12/3/2015,12/3/2015
446465,11/17/2015,6/1/2023,3,-1933.92,NULL,1/12/2020,1/13/2020
446474,11/17/2015,9/17/2018,1,-213.97,NULL,11/25/2017,11/25/2017
446492,11/17/2015,4/27/2023,4,-897.25,-50,12/4/2019,5/25/2022
446495,11/17/2015,3/16/2017,1,-85.16,NULL,12/5/2016,12/5/2016
446527,11/17/2015,10/17/2022,1,-1524.36,NULL,3/16/2018,3/16/2018
446545,11/17/2015,5/8/2023,1,-524.46,NULL,11/19/2021,11/19/2021
446548,11/17/2015,10/1/2022,1,-206.32,NULL,3/17/2020,3/17/2020
446604,11/17/2015,4/15/2022,2,-555.77,-30,12/21/2021,4/15/2022
446616,11/17/2015,3/4/2022,9,-2489.68,NULL,5/26/2016,7/7/2016
446671,11/18/2015,2/23/2020,1,-255.13,NULL,4/18/2018,4/18/2018
446688,11/18/2015,4/24/2023,17,-4301.11,NULL,3/10/2018,3/9/2023
446692,11/18/2015,1/26/2023,1,-250.78,NULL,10/22/2017,10/22/2017
446721,11/18/2015,9/6/2022,4,-10519.75,NULL,1/7/2018,8/5/2022
446737,11/18/2015,5/27/2023,1,-209.07,-30,2/21/2023,2/21/2023
446751,11/18/2015,5/27/2023,1,-72.52,NULL,5/20/2021,5/20/2021
446755,11/18/2015,12/5/2022,2,-600.42,NULL,5/29/2017,7/10/2018
446783,11/18/2015,10/4/2022,5,-1170.88,-10,4/20/2021,11/21/2021
446841,11/18/2015,5/18/2023,2,-712.84,NULL,6/1/2020,10/16/2022
446842,11/18/2015,10/22/2022,3,-905.46,NULL,7/13/2016,5/17/2021
446848,11/18/2015,5/3/2023,1,-209.02,NULL,4/8/2019,4/8/2019
446852,11/18/2015,5/31/2023,3,-965.99,-20,1/6/2017,11/27/2020
446866,11/18/2015,5/10/2023,1,-991.99,NULL,12/23/2016,12/23/2016
446874,11/18/2015,7/28/2022,2,-676.25,NULL,8/30/2019,9/3/2021
446886,11/18/2015,4/7/2023,1,-346.49,NULL,11/11/2021,11/11/2021
446907,11/18/2015,7/13/2018,1,-177.92,NULL,2/22/2017,2/22/2017
446928,11/18/2015,5/24/2023,1,-246.74,NULL,10/16/2017,10/16/2017
446932,11/18/2015,5/29/2016,1,-262.67,NULL,12/22/2015,12/22/2015
446935,11/18/2015,7/30/2022,1,-168.56,NULL,2/4/2018,2/4/2018
446948,11/18/2015,4/21/2022,1,-808.74,NULL,9/18/2021,9/18/2021
446986,11/18/2015,10/2/2020,1,-232.09,NULL,8/28/2018,8/28/2018
446992,11/18/2015,5/27/2023,1,-479.55,-20,4/15/2021,4/15/2021
447022,11/18/2015,5/15/2023,3,-1300.4,-15,8/16/2021,10/18/2021
447024,11/18/2015,6/1/2023,15,-4044.42,-65,4/3/2019,1/15/2023
447028,11/18/2015,4/3/2023,4,-1453.81,NULL,9/2/2017,8/23/2022
447059,11/18/2015,11/16/2020,1,-911.2,NULL,5/9/2016,5/9/2016
447070,11/18/2015,10/2/2019,2,-1404.57,NULL,11/18/2018,11/18/2018
447096,11/19/2015,11/20/2021,3,-1285.96,NULL,6/4/2021,8/30/2021
447175,11/19/2015,12/30/2022,2,-2132.66,NULL,10/18/2020,1/15/2021
447191,11/19/2015,2/7/2019,1,-196.25,NULL,12/29/2015,12/29/2015
447194,11/19/2015,5/29/2023,2,-282.96,-30,6/25/2019,11/6/2022
447210,11/19/2015,3/13/2021,1,-376.45,NULL,12/14/2018,12/14/2018
447268,11/19/2015,5/31/2023,1,-161.66,NULL,1/8/2020,1/8/2020
447281,11/19/2015,3/4/2023,2,-602.33,NULL,1/6/2017,9/29/2017
447307,11/19/2015,10/15/2019,1,-433.05,NULL,10/13/2018,10/13/2018
447318,11/19/2015,9/11/2019,1,-406.68,NULL,11/8/2017,11/8/2017
